path,label,label_index,artist,split,sha256,phash
data/private/sketchnet/paintings/a.y.-jackson_algoma-in-november-1935.jpg,painting,0,a.y.-jackson,test,7184f482942f0f8d0fcc35870012f0250141a43f19d362e9ecbb6573f868581c,e78785841694787f
data/private/sketchnet/paintings/a.y.-jackson_first-snow-algoma-country-1920.jpg,painting,0,a.y.-jackson,test,77ad9a16363a20c60c999a87f09a4401721904261f3722ed6fc3ceeb998eb567,daffe5d9c4c04430
data/private/sketchnet/paintings/a.y.-jackson_frozen-lake-early-spring-algonquin-park-1914.jpg,painting,0,a.y.-jackson,test,60a74ae3e8d03caa800dca7a1c20e05400691e5bfb341cde88fee4d5ccb086c7,8cef931d82374d8a
data/private/sketchnet/paintings/a.y.-jackson_grey-day-laurentians-1928.jpg,painting,0,a.y.-jackson,test,b6fb118a2b68d42f2ea9100ad391a1537566c69278a91cab0ddac3216bb7c125,dc23835e599546f8
data/private/sketchnet/paintings/a.y.-jackson_hills-at-great-bear-lake-1953.jpg,painting,0,a.y.-jackson,test,17f9512341315121e6a494c00cad913df7d952a372c069a9e1137a932fd177e2,af835a3d34780772
data/private/sketchnet/paintings/a.y.-jackson_indian-home-1927.jpg,painting,0,a.y.-jackson,test,8df20e73d59568bce3cb6ce693078cc65118ba1e1a6b1e5f844405e611207aa9,d22e94d7c95c7912
data/private/sketchnet/paintings/a.y.-jackson_nellie-lake-1933.jpg,painting,0,a.y.-jackson,test,8725fcc0ba18a7bc91c0825a7a124c17b7f4b00dff6039c20bae5b2f2f69c4f2,c6a492cacb4b593d
data/private/sketchnet/paintings/a.y.-jackson_night-pine-island-1921.jpg,painting,0,a.y.-jackson,test,cd0c88d7122e58e5814ded9e93fc3e2c30eb13d2bb5c39b5f8cc7d5cbdbfd2f6,d48bc3648b783cc7
data/private/sketchnet/paintings/a.y.-jackson_north-shore-lake-superior-1926.jpg,painting,0,a.y.-jackson,test,c045d28ed4054d2f621786bc2adfb459f0094ed8de8a90b2c88c29114d1f1d3c,c885542ea3d5c6fa
data/private/sketchnet/paintings/a.y.-jackson_october-morning-algoma-wartz-lake-1920.jpg,painting,0,a.y.-jackson,test,3e6c141dc6dcf337148e25cb61a70a98258c048646ff0b32177a8076f315823e,c49db3e6c89581e3
data/private/sketchnet/paintings/a.y.-jackson_skeena-crossing-1926.jpg,painting,0,a.y.-jackson,test,3be7a38b6b2a011da79d4097b440f36d1b8faa1f8781a845c75b59f2487d21c3,8296dcdf4c65b630
data/private/sketchnet/paintings/a.y.-jackson_smart-river-alaska-1945.jpg,painting,0,a.y.-jackson,test,87a5e3dcbdc8ad7ec952d18e1183f70bc0e07bf6cb601ceaa7608d4c1457df45,d23fa9a0d78f0d28
data/private/sketchnet/paintings/a.y.-jackson_spring-caribou-country-1949.jpg,painting,0,a.y.-jackson,test,f50ff77f9cb649259561889a09c4d123d5ca44d1c791a09cc0a08218ca81956d,880919a5b7dbcce6
data/private/sketchnet/paintings/a.y.-jackson_terre-sauvage-1913.jpg,painting,0,a.y.-jackson,test,48d024e4fb2edaf9c8cdbb6ee339b78dd34ba4dd1d2071595840dcfd9f3761cc,b593dbeb8c149494
data/private/sketchnet/paintings/a.y.-jackson_the-beothic-at-bache-post-ellesmere-island-1928.jpg,painting,0,a.y.-jackson,test,5afecf87e41e046e96838880634a5b3171ff4100f8e05bd88b61f02eb038bf69,a3d43fd00e8378ab
data/private/sketchnet/paintings/a.y.-jackson_the-red-maple-1914.jpg,painting,0,a.y.-jackson,test,27e24b06eab6eefc29b81cbf842f9a1d852b5f6c715b4f20af9e509df6c50ce9,b6c36a35b42e6c16
data/private/sketchnet/paintings/a.y.-jackson_the-road-to-st-fidele-1930.jpg,painting,0,a.y.-jackson,test,55764e47a5c1736723976f39d51c306004515edfef2aa5457f359bcf7dd6e940,f346d803bfc2cc32
data/private/sketchnet/paintings/a.y.-jackson_the-winter-road-quebec-1921.jpg,painting,0,a.y.-jackson,test,9415f1fecf80b819b76b8e2f4c6976b51c71bb72811697aac92bce142e0e155b,ae65b19e4b592ea0
data/private/sketchnet/paintings/a.y.-jackson_valley-of-the-gouffre-river-1933.jpg,painting,0,a.y.-jackson,test,8572a1d94b1ae552c09a44303f084f91d202157edf88ddef3eea0b32ed91651c,903c1d1bcbcb864f
